 0.00	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
 0.05	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9826	0.8606
 0.10	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9577	0.7300
 0.15	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9278	0.6137
 0.20	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8964	0.5124
 0.25	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8634	0.4243
 0.30	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8295	0.3512
 0.35	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.7933	0.2873
 0.40	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.7565	0.2336
 0.45	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.7187	0.1885
 0.50	0.01000	   1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6757	0.1498
 0.55	0.01000	   1000	1.0000	1.0000	0.9999	1.0000	0.9999	1.0000	0.9999	1.0000	0.9999	0.6293	0.1179
 0.60	0.01000	   1000	1.0000	1.0000	0.9997	1.0000	0.9996	1.0000	0.9983	1.0000	0.9981	0.5782	0.0918
 0.65	0.01000	   1000	1.0000	1.0000	0.9904	1.0000	0.9890	0.9999	0.9783	0.9999	0.9773	0.5236	0.0703
 0.70	0.01000	   1000	1.0000	0.9998	0.9413	0.9998	0.9341	0.9991	0.8993	0.9989	0.8933	0.4620	0.0525
 0.75	0.01000	   1000	0.9985	0.9892	0.8086	0.9884	0.7975	0.9798	0.7194	0.9781	0.7076	0.3973	0.0378
 0.80	0.01000	   1000	0.9586	0.9065	0.5694	0.8996	0.5532	0.8532	0.4604	0.8455	0.4492	0.3226	0.0260
 0.85	0.01000	   1000	0.7199	0.6470	0.3183	0.6341	0.3010	0.5451	0.2236	0.5320	0.2146	0.2403	0.0165
 0.90	0.01000	   1000	0.3035	0.2863	0.1313	0.2735	0.1225	0.2015	0.0867	0.1945	0.0830	0.1570	0.0090
 0.95	0.01000	   1000	0.0593	0.0716	0.0420	0.0670	0.0378	0.0430	0.0232	0.0401	0.0217	0.0740	0.0035
 1.00	0.01000	   1000	0.0096	0.0106	0.0102	0.0101	0.0093	0.0091	0.0056	0.0096	0.0092	0.0000	0.0000
