 0.00	0.00001	      1	0.0000	0.0000	0.0000	0.0000	0.0015	0.0000	0.0000	0.0000	0.0010
 0.00	0.00050	      1	0.0007	0.0005	0.0005	0.0000	0.0105	0.0008	0.0003	0.0000	0.0069
 0.00	0.00100	      1	0.0016	0.0008	0.0008	0.0000	0.0139	0.0015	0.0004	0.0000	0.0105
 0.00	0.00500	      1	0.0061	0.0057	0.0057	0.0000	0.0283	0.0052	0.0027	0.0000	0.0211
 0.00	0.01000	      1	0.0116	0.0120	0.0120	0.0010	0.0383	0.0095	0.0057	0.0000	0.0283
 0.00	0.05000	      1	0.0513	0.0500	0.0500	0.0876	0.0835	0.0487	0.0258	0.0364	0.0610
 0.00	0.10000	      1	0.1026	0.1046	0.1046	0.1577	0.1239	0.0966	0.0498	0.0876	0.0835
 0.00	0.50000	      1	0.4994	0.5077	0.5077	0.4201	0.3614	0.5011	0.2505	0.6939	0.5850
 0.00	0.00001	     10	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0001
 0.00	0.00050	     10	0.0003	0.0003	0.0005	0.0007	0.0020	0.0005	0.0002	0.0003	0.0014
 0.00	0.00100	     10	0.0008	0.0005	0.0006	0.0016	0.0029	0.0010	0.0005	0.0007	0.0020
 0.00	0.00500	     10	0.0053	0.0041	0.0032	0.0076	0.0111	0.0040	0.0016	0.0042	0.0060
 0.00	0.01000	     10	0.0106	0.0082	0.0088	0.0135	0.0191	0.0090	0.0031	0.0089	0.0111
 0.00	0.05000	     10	0.0533	0.0484	0.0496	0.0572	0.0622	0.0436	0.0246	0.0457	0.0441
 0.00	0.10000	     10	0.1028	0.0987	0.0982	0.1057	0.1063	0.0925	0.0495	0.0972	0.0890
 0.00	0.50000	     10	0.4979	0.5002	0.5017	0.4851	0.4660	0.5106	0.2414	0.5160	0.5083
 0.00	0.00001	    100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
 0.00	0.00050	    100	0.0003	0.0006	0.0006	0.0007	0.0010	0.0003	0.0005	0.0005	0.0006
 0.00	0.00100	    100	0.0006	0.0011	0.0011	0.0011	0.0018	0.0009	0.0006	0.0010	0.0011
 0.00	0.00500	    100	0.0035	0.0049	0.0037	0.0049	0.0061	0.0040	0.0021	0.0043	0.0046
 0.00	0.01000	    100	0.0080	0.0093	0.0096	0.0099	0.0117	0.0101	0.0037	0.0093	0.0086
 0.00	0.05000	    100	0.0471	0.0509	0.0499	0.0504	0.0552	0.0484	0.0229	0.0498	0.0488
 0.00	0.10000	    100	0.0962	0.0990	0.0949	0.0984	0.0981	0.0978	0.0499	0.0975	0.1007
 0.00	0.50000	    100	0.4982	0.4953	0.4966	0.4840	0.4752	0.5133	0.2448	0.5083	0.4990
 0.00	0.00001	   1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
 0.00	0.00050	   1000	0.0006	0.0013	0.0010	0.0005	0.0009	0.0009	0.0009	0.0007	0.0007
 0.00	0.00100	   1000	0.0008	0.0017	0.0012	0.0009	0.0012	0.0017	0.0010	0.0014	0.0016
 0.00	0.00500	   1000	0.0054	0.0058	0.0070	0.0046	0.0060	0.0056	0.0030	0.0058	0.0056
 0.00	0.01000	   1000	0.0108	0.0103	0.0129	0.0084	0.0112	0.0108	0.0069	0.0104	0.0121
 0.00	0.05000	   1000	0.0511	0.0464	0.0480	0.0456	0.0464	0.0526	0.0235	0.0508	0.0507
 0.00	0.10000	   1000	0.1035	0.0977	0.0957	0.0924	0.0928	0.0996	0.0480	0.0980	0.0997
 0.00	0.50000	   1000	0.5021	0.4930	0.4875	0.4842	0.4767	0.5100	0.2442	0.5022	0.5064
